membership,Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
2,66516,0,45406,16,200,1,5311
1,18154,0,7748,16,0,0,5310
2,109312.80000000002,0,48529.60000000001,24,0,0,5345
1,14345,0,50752,16,0,0,5487
1,43603,0,17100,4,100,1,5335
1,1836,0,850,4,350,3,5329
1,156041,0,5644,13,0,0,5324
1,49145,0,12755,22,2450,7,5323
1,11648,0,475,4,0,0,5318
1,14525,0,4625,28,0,0,5317
1,10689,0,2750,15,0,0,5315
1,37552,0,100,1,0,0,5340
2,109312.80000000002,0,56754,14,0,0,5302
1,26156,0,23831,16,0,0,5297
1,32061,0,1100,6,0,0,5295
2,109312.80000000002,0,48529.60000000001,29,806,8,5288
1,6000,0,0,0,0,0,5286
1,30892,0,11474,11,0,0,5283
1,29263,0,15184,13,0,0,5279
1,109312.80000000002,0,31975,21,0,0,5275
1,43761,0,5398,16,0,0,5268
1,21393,0,5040,2,0,0,5262
1,108950,0,3300,9,3300,9,5259
1,25089,0,40763,19,550,2,5259
1,77709,0,36028,19,100,2,5253
1,22533,0,22206,17,100,1,5248
1,25302,0,11312,13,0,0,5245
1,11908,0,0,0,0,0,5240
1,176982,0,2299,9,0,0,5234
1,8723,0,48529.60000000001,15,0,0,5231
1,9071,0,1647,9,0,0,5225
2,144848,0,37056,15,0,0,5219
2,130364,0,48529.60000000001,15,250,1,5213
1,15592,0,37173,13,0,0,5209
1,25404,0,2125,7,500,1,5203
1,34584,0,6962,21,1500,7,5202
1,32313,0,29188,27,0,0,5397
2,168897,0,37451,24,400,2,5189
1,68891,0,37257,14,500,1,5178
1,18068,0,0,0,0,0,5174
2,137134,0,48529.60000000001,20,0,0,5170
1,26561,0,100,1,0,0,4926
1,22093,0,14857,11,200,1,2587
2,58538,0,48670,19,500,2,4352
1,29667,0,5304,19,0,0,4841
1,88093,0,15518,13,343,1,4660
1,109312.80000000002,0,3600,12,3500,11,5045
1,62569,0,33765,19,50,1,4888
1,20982,0,44238,18,0,0,4716
1,44665,0,333,2,333,2,3601
1,22639,0,1840,4,0,0,5168
1,120152,0,6250,27,3750,26,4497
1,51402,0,4375,14,0,0,4978
1,32749,0,450,3,450,3,5050
2,170309,0,48529.60000000001,20,4130,4,5009
1,18924,0,4000,18,0,0,5168
1,61919,0,39163,14,350,1,5157
1,193547,0,3544,12,0,0,5153
1,57927,0,1500,3,1500,3,5149
2,161321,0,48529.60000000001,21,0,0,5147
1,66936,0,3450,5,950,4,5147
1,72178,0,2100,10,0,0,5139
1,33964,0,300,3,0,0,5128
1,94272,0,11098,16,0,0,5121
1,53360,0,7251,5,6251,4,5120
1,3578,0,0,0,0,0,5114
1,29342,0,5835,4,0,0,5153
1,28228,0,12948,13,300,1,5108
2,118601,0,51240,19,0,0,5105
1,24660,0,7206,14,0,0,5136
2,147822,0,42469,18,0,0,5107
2,190208,0,37122,38,1800,6,5091
1,2625,0,125,1,0,0,5087
1,49438,0,33912,14,0,0,5085
1,24930,0,13060,9,0,0,5084
1,89835,0,9058,11,0,0,5080
1,46734,0,10007,18,0,0,5080
1,109312.80000000002,0,12584,9,4084,4,5079
1,50,0,50,1,50,1,5073
2,97416,0,48529.60000000001,29,0,0,5093
2,127768,0,48529.60000000001,21,250,1,5064
2,139882,0,47089,15,0,0,4859
1,10740,0,0,0,0,0,4926
1,57330,0,380,3,0,0,4986
1,33560,0,2600,14,0,0,4604
1,53210,0,11422,10,0,0,4993
1,9795,0,0,0,0,0,4960
1,16984,0,10334,15,0,0,4884
1,46349,0,33923,20,1100,2,4856
2,118079,0,43298,16,500,1,4867
1,29632,0,0,0,0,0,4898
1,164307,0,21704,14,0,0,4023
1,13490,0,0,0,0,0,4870
1,36296,0,5780,6,0,0,4600
1,190429,0,27500,11,1500,3,4974
2,120447,0,53804,15,350,1,4840
1,35094,0,4000,11,0,0,4944
2,109312.80000000002,0,56204,31,500,1,4429
1,30662,0,0,0,0,0,4996
2,157452,0,45312,18,0,0,4471
1,24266,0,2375,12,0,0,4111
2,49991,0,44146,27,2510,4,4803
1,42275,0,4100,6,1600,5,4712
1,59162,0,2520,7,0,0,4726
2,109625,0,48529.60000000001,19,500,1,5056
1,30486,0,0,0,0,0,5051
2,109312.80000000002,0,48529.60000000001,22,350,1,5045
1,109312.80000000002,0,8370,30,6520,28,5042
1,20818,0,15214,4,0,0,5036
1,106509,0,1113,7,0,0,5036
1,65982,0,1750,4,750,3,5030
1,9002,0,1586,9,0,0,4933
1,16088,0,17872,15,0,0,4563
1,10079,0,569,8,0,0,4651
2,48863,0,48529.60000000001,18,1050,3,4925
1,137402,0,950,6,200,3,4685
1,71076,0,10000,1,0,0,4820
1,20630,0,2045,4,0,0,4643
1,119180,0,9275,20,1300,6,4657
1,54116,0,34997,14,0,0,4848
1,36665,0,1625,6,0,0,4747
2,109312.80000000002,0,51765,18,450,1,4770
1,48721,0,18781,12,300,3,4672
1,109312.80000000002,0,27471,20,1600,7,4905
1,88668,0,9889,15,100,1,4903
1,46074,0,2193,11,0,0,4419
1,1923,0,1170,2,0,0,4615
1,46030,0,4375,27,0,0,4566
1,31236,0,2250,13,0,0,4523
1,18351,0,0,0,0,0,4744
1,4779,0,600,2,0,0,4926
1,124775,0,11564,8,700,2,4847
1,66923,0,17139,12,0,0,4875
1,24008,0,540,3,0,0,4901
1,118415,0,4475,10,100,1,4545
1,2793,0,8000,3,0,0,4588
1,70464,0,4000,4,1000,2,4889
1,71930,0,32774,13,500,1,4300
1,126484,0,5942,13,3192,11,4758
1,39503,0,16671,18,2339,2,4884
1,7291,0,0,0,0,0,4104
1,4838,0,23592,16,500,1,5024
1,73811,0,25394,14,1000,2,5021
2,156219,0,55874,24,0,0,5015
1,114376,0,33949,15,0,0,5009
1,23965,0,7308,16,550,3,5003
1,45766,0,4550,11,1300,7,5002
1,57857,0,48529.60000000001,37,12400,29,4996
1,19998,0,4309,13,0,0,4995
1,29506,0,4826,16,500,2,4993
1,6020,0,0,0,0,0,4986
1,27989,0,25369,16,2729,2,4981
1,21933,0,27166,15,550,1,4974
1,58758,0,6500,38,0,0,4974
1,86069,0,35282,21,0,0,4972
1,8350,0,2125,10,0,0,4967
1,26862,0,15510,15,0,0,4965
2,133853,0,48529.60000000001,14,0,0,4960
1,72623,0,0,0,0,0,4957
1,36887,0,9048,11,0,0,4951
2,49737,0,48529.60000000001,22,550,2,4946
1,53869,0,6750,26,0,0,4940
1,5264,0,0,0,0,0,4496
1,132132,0,20443,18,1310,4,3916
2,109312.80000000002,0,48529.60000000001,36,0,0,4692
2,109312.80000000002,0,52013,31,4309,12,4469
1,22459,0,104,2,0,0,4215
1,65021,0,10369,12,0,0,3547
1,44205,0,28340,13,0,0,3676
1,18433,0,3174,9,0,0,3930
1,6341,0,3658,12,0,0,3706
1,3641,0,1164,3,0,0,3603
1,39207,0,965,3,0,0,3757
1,63362,0,16331,15,350,1,3544
1,109312.80000000002,0,8500,4,0,0,4716
1,329,0,23492,14,0,0,4868
1,22424,0,648,2,0,0,3951
1,36805,0,13018,16,0,0,3799
1,63437,0,7160,15,0,0,4595
1,8962,0,0,0,0,0,4198
1,7922,0,0,0,0,0,4491
1,113731,0,1700,5,700,4,4482
1,12612,0,0,0,0,0,4170
1,45916,0,675,6,500,2,2818
1,51324,0,20533,14,0,0,4408
1,412,0,13000,1,0,0,4761
1,8103,0,2750,15,0,0,4776
2,91237,0,48529.60000000001,26,0,0,4321
1,17388,0,0,0,0,0,4232
1,52046,0,1058,8,683,7,3456
1,50015,0,20839,16,50,1,4497
1,45340,0,14063,16,500,1,4660
1,200963,0,6164,4,150,1,4782
1,85884,0,7742,9,0,0,4692
1,4236,0,3000,7,0,0,4148
1,55843,0,6000,3,0,0,4341
1,43000,0,1273,4,173,1,4646
1,5573,0,1958,17,0,0,3714
1,2080,0,0,0,0,0,4635
1,43686,0,4039,12,0,0,4328
1,11001,0,255,5,0,0,4315
1,10146,0,26633,12,0,0,4509
1,35062,0,16237,26,0,0,4152
1,11866,0,6139,9,0,0,4667
1,41048,0,1195,3,0,0,4856
1,25004,0,1113,3,0,0,4860
1,194074,0,12500,6,0,0,4701
1,65952,0,34770,14,0,0,4827
1,109312.80000000002,0,4652,13,0,0,4849
1,61286,0,1500,5,0,0,4755
1,118177,0,20910,18,402,1,4811
1,183370,0,30988,14,12988,9,4848
1,98608,0,969,12,0,0,4663
1,22529,0,5115,20,3400,16,4865
1,2502,0,15500,4,500,1,4761
2,123430,0,49987,17,0,0,4798
1,36219,0,4044,10,0,0,4595
1,61405,0,32316,20,1350,8,4828
1,3789,0,181,3,0,0,4756
1,16065,0,0,0,0,0,4456
2,109312.80000000002,0,48529.60000000001,13,0,0,4784
1,28733,0,0,0,0,0,4650
1,26965,0,7346,13,0,0,4653
2,109312.80000000002,0,50888,26,0,0,4744
1,5074,0,500,1,0,0,4730
1,43338,0,1000,4,1000,4,4275
1,23551,0,2375,12,0,0,4663
1,32015,0,6000,6,0,0,4574
1,65435,0,1000,2,500,1,4786
1,39079,0,3070,5,0,0,4750
1,108616,0,36476,13,0,0,4644
2,80154,0,47270,14,0,0,4352
1,25563,0,303,8,0,0,3511
1,18007,0,33237,15,0,0,4665
1,51752,0,25962,20,0,0,4631
1,21540,0,1188,9,0,0,4791
2,109312.80000000002,0,48529.60000000001,11,0,0,4791
2,196079,0,56890,21,0,0,4791
1,109312.80000000002,0,11430,14,6430,11,4791
1,20681,0,0,0,0,0,4939
1,155278,0,27200,16,0,0,4926
1,194949,0,10121,13,4621,10,4930
2,109312.80000000002,0,40533,24,250,1,4791
1,105588,0,22973,3,0,0,4805
1,41366,0,27148,15,0,0,4806
1,59445,0,5500,21,500,2,4843
1,130920,0,30299,20,1100,6,4793
1,49777,0,12241,12,0,0,4777
1,58778,0,28325,13,0,0,4919
1,38224,0,2587,10,0,0,4824
2,93700,0,48529.60000000001,14,0,0,4827
2,109312.80000000002,0,48529.60000000001,18,0,0,4827
1,34941,0,23718,16,0,0,4755
1,115197,0,17638,24,0,0,4820
1,31230,0,815,5,815,5,4931
1,98604,0,17490,15,0,0,4919
1,109312.80000000002,0,0,0,0,0,4903
2,136104,0,48529.60000000001,51,2069,8,4916
1,23984,0,2737,14,0,0,4905
2,169947,0,48140,21,0,0,4895
2,71264,0,48529.60000000001,17,1000,2,4903
1,71610,0,20918,14,0,0,4895
1,151152,0,13635,21,1100,1,4895
2,164178,0,35314,23,1100,3,4883
1,18601,0,100,1,0,0,4888
1,49331,0,23572,12,100,1,4888
1,43326,0,4164,12,0,0,4881
1,12112,0,0,0,0,0,4882
1,98343,0,31961,16,0,0,4971
2,83006,0,45167,13,0,0,4906
1,110980,0,12900,8,950,4,4853
1,78032,0,24046,23,0,0,4862
1,176262,0,12678,8,150,1,4862
1,109312.80000000002,0,13301,12,0,0,4849
1,109312.80000000002,0,37889,15,1000,2,4841
2,41370,0,51335,9,0,0,4842
1,92905,0,1766,10,0,0,4827
1,7430,0,10500,5,0,0,4791
1,68390,0,3450,3,950,2,4754
1,18366,0,1100,3,1100,3,4783
2,197673,0,48932,15,0,0,4775
1,11789,0,28756,20,900,2,4775
1,109312.80000000002,0,2750,15,0,0,4751
1,13310,0,0,0,0,0,4755
2,109312.80000000002,0,55903,17,500,1,4761
1,25688,0,3103,10,0,0,4754
1,109312.80000000002,0,3833,21,1762,9,4638
1,109312.80000000002,0,15942,8,1442,5,4741
1,3580,0,130,3,0,0,4730
2,84305,0,48529.60000000001,15,0,0,4734
1,4780,0,0,0,0,0,4733
2,88192,0,47848,22,500,1,4784
1,105665,0,31226,13,0,0,4727
1,24756,0,7720,26,500,2,4723
1,51304,0,11611,40,10075,36,4708
1,12404,0,1950,7,1200,4,4701
1,80988,0,4413,5,0,0,4707
1,5617,0,4400,4,400,1,4706
2,68023,0,48529.60000000001,33,500,1,4702
2,108100,0,45113,17,1000,2,4699
1,17470,0,4100,9,2500,5,4691
2,138332,0,48529.60000000001,17,0,0,4692
1,4087,0,500,4,0,0,4684
1,40264,0,19137,13,0,0,4684
1,13290,0,3175,5,0,0,4679
2,130761,0,52423,15,0,0,4674
1,14371,0,28723,13,0,0,4671
1,25322,0,23821,16,0,0,4673
1,55356,0,23871,15,0,0,4660
2,134501,0,48529.60000000001,32,1193,2,4663
1,63311,0,29318,11,0,0,4667
1,90307,0,3150,3,650,2,4664
1,2198,0,16070,12,0,0,4658
1,43749,0,9557,5,0,0,4664
1,7730,0,375,3,0,0,4659
1,16171,0,2875,16,0,0,4656
1,192108,0,10200,3,200,2,4656
1,35895,0,15720,11,0,0,4649
1,46578,0,8322,12,0,0,4645
1,54309,0,6772,7,250,1,4698
1,45613,0,29117,16,350,1,4625
1,109312.80000000002,0,27415,16,0,0,4631
1,93148,0,7776,18,0,0,4631
1,27905,0,3794,11,0,0,4628
1,139983,0,17289,24,100,2,4629
2,188703,0,48529.60000000001,53,500,1,4625
1,19479,0,2250,4,0,0,4625
1,63635,0,5175,31,50,1,4622
2,77203,0,48529.60000000001,16,0,0,4646
1,19020,0,330,3,0,0,4614
1,61172,0,6875,10,0,0,4609
1,7342,0,0,0,0,0,4604
1,62076,0,11221,15,1050,2,4603
1,13046,0,0,0,0,0,4597
1,11527,0,16874,27,3880,6,4583
2,77814,0,43914,17,0,0,4587
2,75303,0,48529.60000000001,15,0,0,4598
1,7545,0,616,6,0,0,4587
1,26972,0,0,0,0,0,4587
2,184805,0,52755,22,0,0,4726
2,93971,0,48529.60000000001,22,450,3,4580
2,66328,0,40522,14,0,0,4575
2,51745,0,41377,14,0,0,4606
2,64341,0,48529.60000000001,13,0,0,4568
1,49708,0,0,0,0,0,4560
1,46926,0,27889,15,0,0,4554
2,199418,0,25590,39,3199,9,4548
1,9126,0,1202,13,350,1,4554
1,95109,0,26149,8,0,0,4593
1,65706,0,21958,17,0,0,4534
1,9862,0,31280,15,0,0,4545
2,109312.80000000002,0,48529.60000000001,18,1000,2,4545
1,25541,0,660,3,0,0,4520
1,5580,0,60,2,0,0,4533
1,37514,0,35874,31,500,1,4537
1,67083,0,4600,4,500,1,4532
1,92646,0,27177,16,0,0,4523
1,21110,0,3402,12,0,0,4516
2,102570,0,48529.60000000001,20,0,0,4524
1,15876,0,0,0,0,0,4512
1,8957,0,0,0,0,0,4509
1,5375,0,2000,9,0,0,4509
1,109114,0,31956,27,0,0,4512
1,23432,0,1162,10,0,0,4510
1,111384,0,26669,14,0,0,4505
1,69880,0,4635,5,0,0,4552
1,11289,0,1500,5,0,0,4492
1,119676,0,550,4,550,4,4485
1,21847,0,929,4,903,3,4491
1,40808,0,38612,27,400,2,4490
1,47509,0,21210,10,1000,2,4490
1,20248,0,18507,37,1700,5,4488
1,3441,0,1643,6,0,0,4484
1,35216,0,9959,14,0,0,4481
1,63036,0,9006,14,0,0,4475
1,20844,0,20844,10,0,0,4474
1,42420,0,1000,1,0,0,4461
1,36254,0,7232,7,0,0,4453
1,22412,0,11654,12,0,0,4460
1,11512,0,3667,14,0,0,4460
1,1703,0,1230,4,0,0,4390
1,51471,0,15505,32,412,1,4450
1,70518,0,2000,3,1000,2,4450
1,109312.80000000002,0,30480,16,500,1,4443
1,25577,0,33420,18,0,0,4432
1,17111,0,13577,10,0,0,4434
1,99336,0,14195,14,500,1,4453
1,67612,0,0,0,0,0,4442
1,38918,0,6505,29,618,2,4442
1,72812,0,16930,17,50,1,4442
1,134937,0,500,1,0,0,4427
1,121688,0,31631,15,0,0,4420
1,162410,0,20203,17,0,0,4420
1,59821,0,4200,4,200,2,4419
1,96053,0,2200,6,2200,6,4391
1,171946,0,19198,28,0,0,4397
1,15737,0,220,3,0,0,4404
1,77814,0,14786,11,0,0,4394
1,53768,0,4798,16,450,1,4387
1,109312.80000000002,0,34322,35,0,0,4385
1,87366,0,18012,16,0,0,4380
2,56461,0,40190,14,0,0,4359
1,46855,0,8845,17,0,0,4379
1,53027,0,0,0,0,0,4585
2,96610,0,48529.60000000001,22,0,0,4362
1,61450,0,7927,10,0,0,4383
1,18538,0,2200,3,0,0,4344
1,28319,0,18449,13,0,0,4392
1,107360,0,15641,15,0,0,4423
1,32510,0,14568,13,0,0,4341
1,9753,0,1235,3,0,0,4343
1,13033,0,1625,6,0,0,4334
1,17609,0,803,5,803,5,4317
1,104052,0,6016,12,0,0,4331
1,13878,0,0,0,0,0,4317
1,7254,0,0,0,0,0,4323
1,12560,0,1282,6,1282,6,4324
1,94938,0,12999,21,0,0,4310
1,86143,0,29652,11,500,1,4317
1,138512,0,30130,15,50,1,4313
1,66875,0,3206,17,0,0,4308
1,96026,0,25670,19,0,0,4310
1,31572,0,0,0,0,0,4299
1,11834,0,0,0,0,0,4306
1,23552,0,36165,11,0,0,4300
1,66052,0,8380,8,0,0,4301
1,55639,0,2750,15,0,0,4299
1,68226,0,3147,8,200,2,4299
2,37953,0,48529.60000000001,28,0,0,4282
1,17810,0,1375,4,0,0,4294
1,21915,0,7000,33,0,0,4289
1,32563,0,4200,3,200,1,4282
1,49479,0,5500,24,100,1,4282
1,23854,0,22498,18,250,3,4274
1,60049,0,0,0,0,0,4278
1,75112,0,35532,14,500,1,4271
1,19787,0,2016,9,500,1,4258
1,30664,0,21242,22,700,5,4268
1,91716,0,6978,12,0,0,4267
1,109312.80000000002,0,4500,5,2000,4,4265
1,16495,0,18779,11,0,0,4261
1,25963,0,8183,25,0,0,4244
1,1701,0,10,1,0,0,4260
1,73852,0,0,0,0,0,4252
1,12791,0,0,0,0,0,4246
1,39020,0,1295,4,0,0,4246
1,1076,0,11379,8,0,0,4233
1,34443,0,2125,10,0,0,4233
1,4735,0,275,2,0,0,4257
1,41279,0,3664,4,3164,3,4233
1,4708,0,1000,1,0,0,4232
1,63090,0,12059,20,350,3,4231
2,156544,0,46593,13,0,0,4225
1,12239,0,2912,5,0,0,4226
1,101464,0,14610,13,0,0,4223
1,55147,0,29219,13,0,0,4225
1,59424,0,36600,23,1000,3,4211
1,52084,0,4836,7,0,0,4222
2,109312.80000000002,0,48529.60000000001,21,2600,6,4210
2,116288,0,48529.60000000001,18,0,0,4209
1,114508,0,29960,22,1250,8,4226
1,109312.80000000002,0,500,1,500,1,4201
1,19634,0,0,0,0,0,4198
1,56258,0,38591,23,500,1,4197
2,102373,0,48529.60000000001,33,6600,14,4190
1,20426,0,3993,7,3493,6,4194
1,13034,0,48529.60000000001,6,0,0,4169
1,22455,0,38814,17,0,0,4175
1,11604,0,95,2,0,0,4177
1,72510,0,31469,12,0,0,4169
1,33383,0,0,0,0,0,4163
1,181200,0,7514,21,0,0,4159
1,17500,0,17500,2,0,0,4167
1,22751,0,4500,9,4500,9,4166
1,12465,0,380,3,0,0,4162
1,6316,0,0,0,0,0,4149
1,66860,0,12667,20,980,5,4155
1,975,0,350,3,0,0,4519
2,197973,0,48529.60000000001,14,1029,2,4155
1,50909,0,14830,18,0,0,4135
1,79500,0,21489,15,0,0,4146
1,15875,0,24918,12,0,0,4141
1,159109,0,19554,24,1557,6,4138
1,12906,0,0,0,0,0,4124
1,14155,0,3250,19,0,0,4134
1,576,0,12082,14,0,0,4128
1,48896,0,4081,12,3397,10,4139
1,27669,0,3375,20,0,0,4127
1,21708,0,12811,13,0,0,4100
1,10643,0,40585,14,850,2,4107
2,109312.80000000002,0,57505,16,0,0,4112
1,35433,0,1600,3,0,0,4113
2,162369,0,41359,15,500,1,4113
1,6206,0,375,3,0,0,4107
2,109312.80000000002,0,44771,17,0,0,4099
2,94544,0,48529.60000000001,8,350,1,4105
2,128302,0,48529.60000000001,32,400,2,4103
1,3664,0,0,0,0,0,4089
1,56017,0,3905,6,1668,1,4086
2,40835,0,50602,39,2250,10,4090
1,24496,0,4000,3,500,1,4086
1,36033,0,36033,13,0,0,4079
1,12766,0,1900,4,400,2,4072
1,147596,0,19175,19,16675,18,4076
1,16489,0,4851,27,0,0,4064
1,84516,0,22713,15,0,0,4063
1,74147,0,8315,16,50,1,4064
1,24887,0,0,0,0,0,4047
1,56954,0,29409,32,0,0,4051
1,8647,0,0,0,0,0,4036
1,37114,0,21623,12,0,0,4040
1,50715,0,39211,13,0,0,4051
2,149305,0,49893,19,0,0,4030
1,109312.80000000002,0,4288,15,500,1,4048
1,20534,0,589,7,0,0,4021
1,3962,0,292,8,0,0,4027
1,5112,0,0,0,0,0,4020
2,67358,0,48529.60000000001,34,500,1,4379
1,11925,0,400,4,400,4,4015
1,30300,0,2160,7,0,0,4002
1,39139,0,710,4,0,0,3967
1,52440,0,500,1,0,0,4026
1,23329,0,6326,3,0,0,4008
1,10679,0,13363,12,0,0,4001
1,53487,0,0,0,0,0,3991
1,109312.80000000002,0,20500,20,100,1,3963
1,9052,0,280,2,0,0,3987
1,129972,0,15081,18,500,1,3986
1,109312.80000000002,0,39260,39,200,1,3972
1,189054,0,17900,25,7400,23,3985
1,150312,0,1000,1,0,0,3967
1,33517,0,1250,2,250,1,3978
1,97750,0,12616,16,600,2,4074
1,59035,0,245,4,0,0,3960
1,132335,0,30273,14,0,0,3974
2,82981,0,48529.60000000001,44,1000,2,3964
1,52139,0,16314,14,250,1,3965
1,123313,0,31595,15,0,0,3959
1,131755,0,37299,16,0,0,3952
1,46440,0,5582,24,0,0,3952
1,58970,0,13467,18,0,0,3946
2,152367,0,43406,24,700,3,3938
1,80534,0,20715,17,0,0,3949
1,12184,0,1160,3,0,0,3939
1,10355,0,6510,10,0,0,3918
1,39947,0,1750,7,0,0,3922
1,3082,0,0,0,0,0,3923
1,37563,0,8142,14,0,0,3925
2,145868,0,48529.60000000001,18,10042,4,3925
1,14231,0,4950,24,1700,5,3917
1,87282,0,13480,10,0,0,3911
1,11355,0,135,3,0,0,3916
2,197239,0,53412,25,250,2,3914
1,50586,0,0,0,0,0,3902
1,54388,0,27516,14,0,0,3903
1,30546,0,11304,14,0,0,3900
1,24407,0,923,10,0,0,3910
2,109312.80000000002,0,48529.60000000001,36,400,2,3895
1,56213,0,3207,14,350,1,3900
1,21944,0,29461,13,0,0,3900
2,76552,0,48529.60000000001,36,0,0,3894
1,37244,0,38220,18,0,0,3890
1,38439,0,3318,13,0,0,3886
1,32160,0,1130,6,250,1,3883
2,126873,0,48529.60000000001,32,500,1,3880
1,8000,0,2250,11,0,0,3879
1,194906,0,23780,14,200,1,3880
1,85751,0,26842,14,0,0,3711
1,15676,0,0,0,0,0,3178
1,55064,0,8041,13,0,0,3329
1,40675,0,1413,9,0,0,2895
1,7843,0,600,2,600,2,3557
1,56896,0,34019,15,0,0,3696
1,91935,0,17550,18,0,0,4216
1,50496,0,13287,26,0,0,4610
1,19896,0,9866,11,0,0,4602
2,156853,0,37625,14,0,0,4510
1,65533,0,7595,10,0,0,4544
1,109312.80000000002,0,32709,13,2227,4,4230
1,91813,0,8690,11,2000,4,3911
1,12207,0,0,0,0,0,4565
1,26421,0,1250,3,0,0,4593
1,16176,0,0,0,0,0,4170
1,44754,0,0,0,0,0,3648
1,23827,0,8125,37,1000,2,4616
1,93743,0,1210,7,650,5,4676
1,4787,0,3125,8,500,1,4734
1,179472,0,11289,15,0,0,4708
1,73639,0,4709,10,2709,9,4341
1,76077,0,500,4,0,0,4616
1,66456,0,3500,4,1000,2,4679
1,14273,0,0,0,0,0,4341
2,134346,0,48529.60000000001,18,0,0,4485
1,37693,0,30546,7,0,0,4671
1,11961,0,11961,10,0,0,4646
2,63311,0,48529.60000000001,34,950,6,4604
1,20678,0,2155,8,0,0,3862
1,5316,0,1134,4,0,0,4610
1,86511,0,5000,6,2000,4,4625
1,133831,0,100,1,100,1,4588
1,30306,0,2500,1,0,0,4309
1,95925,0,7337,22,350,2,4625
1,35080,0,0,0,0,0,4562
1,14304,0,0,0,0,0,4600
1,115385,0,5890,15,1250,7,4546
1,66411,0,34826,19,3001,9,4211
1,6978,0,610,3,0,0,4349
1,39909,0,2682,14,0,0,4470
1,8767,0,6589,8,3892,6,4394
1,25544,0,3271,7,0,0,4580
1,166417,0,28607,11,0,0,4357
1,69555,0,21957,16,250,1,4390
1,2344,0,1478,10,0,0,4481
1,8780,0,2750,15,0,0,4237
1,111064,0,12700,7,2700,6,4547
2,44654,0,48874,16,0,0,4530
1,32678,0,0,0,0,0,4481
2,109312.80000000002,0,48529.60000000001,25,350,3,4440
1,76387,0,3588,7,0,0,4442
1,109312.80000000002,0,26933,25,0,0,4105
1,52195,0,35847,13,0,0,4476
1,137778,0,19557,18,0,0,4599
1,109312.80000000002,0,6000,12,3500,11,4597
1,3056,0,1200,3,0,0,4363
1,101901,0,17898,22,100,1,4433
1,34182,0,0,0,0,0,3967
1,7371,0,1375,4,0,0,4505
1,178733,0,26465,22,1800,4,4537
1,87553,0,15681,14,0,0,4547
1,14614,0,2275,3,0,0,4567
2,91259,0,48529.60000000001,12,0,0,4531
1,23997,0,250,2,250,2,4204
1,37202,0,15000,4,0,0,4511
3,53232,0,48529.60000000001,65,22100,45,3831
1,54594,0,14402,14,0,0,4233
1,57474,0,5535,7,0,0,4364
1,20111,0,5653,12,0,0,4468
1,45950,0,38921,22,750,2,4302
1,67948,0,2750,5,650,3,4226
2,109312.80000000002,0,43083,24,2500,5,4440
1,100649,0,4000,3,500,1,4457
1,52713,0,16273,13,100,1,4449
2,186892,0,48529.60000000001,13,500,1,3732
1,11690,0,17615,17,0,0,4417
1,144697,0,2000,1,0,0,4420
1,75179,0,1015,2,0,0,4118
1,19850,0,500,1,500,1,4376
1,96154,0,7052,15,0,0,4433
1,55778,0,6500,12,500,1,3704
1,36227,0,7230,14,0,0,3736
1,93848,0,1600,4,1500,3,4475
1,41153,0,28686,15,0,0,4404
1,20789,0,0,0,0,0,4279
1,121992,0,3200,4,600,2,4257
1,37911,0,2250,11,0,0,4385
2,109312.80000000002,0,41941,14,500,1,4266
1,41133,0,635,3,0,0,4419
1,60864,0,23364,19,50,1,4436
1,90526,0,2000,9,0,0,4488
1,15148,0,15148,3,0,0,269
1,5393,0,0,0,0,0,4517
1,434,0,15530,5,0,0,3628
1,81055,0,14344,14,0,0,4610
1,31360,0,821,7,0,0,4488
2,156885,0,38601,19,0,0,4534
1,4148,0,13504,18,0,0,4607
1,63820,0,13981,15,0,0,4608
1,109312.80000000002,0,19191,17,1850,11,4608
1,76659,0,0,0,0,0,4608
1,40724,0,29481,14,0,0,4007
1,146173,0,13871,17,0,0,4414
1,26055,0,647,9,0,0,4464
1,68,0,590,1,0,0,3937
1,50001,0,4853,12,0,0,4023
1,122506,0,21022,13,0,0,4408
1,126886,0,9120,17,0,0,4044
1,42342,0,11408,23,11408,23,4331
1,58898,0,23050,15,50,1,4328
1,45735,0,10085,3,0,0,4239
1,77225,0,30646,15,0,0,4282
1,59874,0,0,0,0,0,3986
1,30868,0,405,3,0,0,4226
1,34257,0,2010,4,0,0,4309
1,42639,0,7366,12,0,0,4181
1,771,0,40256,4,0,0,4203
1,89708,0,8000,4,0,0,3173
1,75892,0,8738,15,0,0,4160
2,140918,0,48529.60000000001,32,0,0,3883
1,109312.80000000002,0,39680,22,700,4,3355
1,14426,0,0,0,0,0,4096
1,29559,0,28969,16,0,0,4236
1,113113,0,10736,13,0,0,4307
1,73027,0,34002,19,0,0,4063
1,17386,0,0,0,0,0,3771
1,9310,0,500,1,500,1,4272
1,11023,0,0,0,0,0,4328
1,55406,0,38118,18,500,1,4310
1,47638,0,0,0,0,0,3739
1,30040,0,8636,8,500,1,3873
1,24787,0,1000,1,0,0,3930
1,40758,0,3500,4,1000,2,4299
1,726,0,0,0,0,0,4268
1,40686,0,260,2,0,0,4177
1,16626,0,2500,13,0,0,4329
1,18944,0,300,3,300,3,3932
2,114949,0,48529.60000000001,24,600,2,4294
1,32522,0,5971,4,471,2,4042
1,86533,0,3700,4,700,2,3600
