,Total Revenue,clust,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges
3274,409.66999999999996,2,0,7,5.61,24,54.85,370.4,0.0,0,39.27
3275,3630.04,2,0,52,4.22,18,64.3,3410.6,0.0,0,219.44
3276,2043.75,2,7,45,20.11,0,24.65,1138.8,0.0,0,904.9499999999999
3277,7710.15,0,4,70,33.37,9,76.1,5264.25,0.0,110,2335.8999999999996
3278,1552.66,2,0,53,10.32,0,18.7,1005.7,0.0,0,546.96
3279,6408.299999999999,0,8,60,15.54,19,94.1,5475.9,0.0,0,932.4
3280,5352.63,2,0,67,5.39,9,72.35,4991.5,0.0,0,361.13
3281,690.05,2,0,25,7.17,0,19.9,510.8,0.0,0,179.25
3282,540.95,2,0,5,49.4,22,53.8,283.95,0.0,10,247.0
3283,1936.8200000000002,2,0,26,24.67,59,51.55,1295.4,0.0,0,641.4200000000001
3284,43.06,2,1,1,23.41,0,19.65,19.65,0.0,0,23.41
3285,10430.99,0,1,72,32.47,76,114.0,8093.15,0.0,0,2337.84
3286,1067.6200000000001,2,0,14,21.03,7,54.25,773.2,0.0,0,294.42
3287,1467.32,2,0,13,33.69,15,80.0,1029.35,0.0,0,437.96999999999997
3288,5747.98,0,0,46,46.83,2,79.2,3593.8,0.0,0,2154.18
3289,2124.42,2,0,39,3.93,15,49.8,1971.15,0.0,0,153.27
3290,3196.0,2,0,57,0.0,30,53.75,3196.0,0.0,0,0.0
3291,6904.75,0,1,53,38.35,82,93.45,4872.2,0.0,0,2032.5500000000002
3292,1935.38,2,1,18,24.16,19,87.9,1500.5,0.0,0,434.88
3293,5007.63,0,1,58,26.36,8,61.05,3478.75,0.0,0,1528.8799999999999
3294,4806.7,2,0,35,36.42,2,99.25,3532.0,0.0,0,1274.7
3295,346.27,2,0,3,29.84,30,85.7,256.75,0.0,0,89.52
3296,4052.17,0,0,38,4.34,26,104.85,3887.25,0.0,0,164.92
3297,2667.25,2,0,35,5.06,20,69.15,2490.15,0.0,0,177.1
3298,3673.3900000000003,2,0,47,3.47,12,74.45,3510.3,0.0,0,163.09
3299,1454.53,2,0,14,39.22,48,50.45,765.45,0.0,140,549.0799999999999
3300,8366.45,0,1,66,42.85,21,85.25,5538.35,0.0,0,2828.1
3301,938.45,2,1,15,39.84,0,19.45,340.85,0.0,0,597.6
3302,1613.47,2,0,42,18.31,0,20.75,844.45,0.0,0,769.02
3303,1708.5,2,1,17,21.15,4,78.9,1348.95,0.0,0,359.54999999999995
3304,5210.639999999999,0,0,37,38.72,59,104.5,3778.0,0.0,0,1432.6399999999999
3305,907.3299999999999,2,0,12,17.14,48,49.4,611.65,0.0,90,205.68
3306,3869.6499999999996,2,0,60,39.41,0,25.0,1505.05,0.0,0,2364.6
3307,467.85,2,9,18,0.0,52,25.55,467.85,0.0,0,0.0
3308,211.08999999999997,2,0,3,5.63,15,70.15,194.2,0.0,0,16.89
3309,722.3800000000001,2,0,9,16.77,73,69.4,571.45,0.0,0,150.93
3310,7512.43,0,1,56,40.33,9,93.15,5253.95,0.0,0,2258.48
3311,584.0,2,0,7,8.95,52,69.55,521.35,0.0,0,62.64999999999999
3312,4344.46,0,5,69,42.49,0,20.2,1412.65,0.0,0,2931.81
3313,2154.3999999999996,2,3,54,19.7,0,20.4,1090.6,0.0,0,1063.8
3314,3448.16,2,6,62,32.28,0,23.75,1446.8,0.0,0,2001.3600000000001
3315,6565.93,0,9,62,36.54,41,70.45,4300.45,0.0,0,2265.48
3316,1917.8500000000001,2,0,17,47.45,5,65.75,1111.2,0.0,0,806.6500000000001
3317,190.1,2,0,9,0.0,52,24.6,190.1,0.0,0,0.0
3318,6095.11,0,4,64,25.74,51,69.25,4447.75,0.0,0,1647.36
3319,3588.29,2,3,72,24.42,0,24.65,1830.05,0.0,0,1758.2400000000002
3320,3036.35,2,0,30,7.19,18,90.4,2820.65,0.0,0,215.70000000000002
3321,7043.040000000001,0,3,49,44.81,10,100.85,4847.35,0.0,0,2195.69
3322,6486.1,0,10,61,28.8,52,75.35,4729.3,0.0,0,1756.8
3323,4068.68,0,7,47,1.09,13,87.2,4017.45,0.0,0,51.230000000000004
3324,1650.6,2,0,20,12.6,29,64.4,1398.6,0.0,0,252.0
3325,3809.0,0,8,70,30.33,0,24.7,1685.9,0.0,0,2123.1
3326,6966.87,0,0,54,20.93,11,105.85,5826.65,0.0,10,1130.22
3327,560.23,2,0,13,22.31,0,19.45,270.2,0.0,0,290.03
3328,203.01,2,9,3,11.47,51,58.7,168.6,0.0,0,34.410000000000004
3329,977.35,2,0,25,17.64,0,20.15,536.35,0.0,0,441.0
3330,1967.65,2,0,30,2.64,15,64.5,1888.45,0.0,0,79.2
3331,629.35,2,8,21,0.0,59,28.5,629.35,0.0,0,0.0
3332,6867.5,0,9,45,47.48,20,105.15,4730.9,0.0,0,2136.6
3333,3027.85,2,6,24,41.45,53,83.15,2033.05,0.0,0,994.8000000000001
3334,6311.63,0,10,56,10.13,13,103.2,5744.35,0.0,0,567.2800000000001
3335,66.04,2,0,1,46.59,0,19.45,19.45,0.0,0,46.59
3336,6893.39,0,9,72,10.87,24,85.9,6110.75,0.0,0,782.64
3337,1210.23,2,0,47,3.49,0,20.15,1046.2,0.0,0,164.03
3338,129.99,2,0,2,18.62,51,50.3,92.75,0.0,0,37.24
3339,247.71,2,0,2,26.58,23,80.15,194.55,0.0,0,53.16
3340,1174.66,2,1,12,46.88,73,51.25,612.1,0.0,0,562.5600000000001
3341,7501.08,0,6,69,12.02,30,95.2,6671.7,0.0,0,829.38
3342,5240.56,0,4,64,6.59,20,76.1,4818.8,0.0,0,421.76
3343,9679.97,0,3,62,40.66,21,115.55,7159.05,0.0,0,2520.9199999999996
3344,3396.46,2,5,63,28.92,0,24.65,1574.5,0.0,0,1821.96
3345,2879.2,2,0,53,0.0,25,53.6,2879.2,0.0,0,0.0
3346,126.25,2,10,5,8.04,0,19.45,86.05,0.0,0,40.199999999999996
3347,8444.03,0,4,62,28.64,52,101.15,6638.35,0.0,30,1775.68
3348,3241.8500000000004,0,5,55,2.36,69,56.8,3112.05,0.0,0,129.79999999999998
3349,2913.8500000000004,2,6,72,22.05,0,20.1,1326.25,0.0,0,1587.6000000000001
3350,2234.55,2,7,36,0.0,24,60.7,2234.55,0.0,0,0.0
3351,1122.15,2,3,25,25.08,0,20.95,495.15,0.0,0,627.0
3352,2474.4,2,0,36,49.85,0,19.25,679.8,0.0,0,1794.6000000000001
3353,104.99,2,0,1,42.19,29,62.8,62.8,0.0,0,42.19
3354,9125.12,0,0,72,21.96,59,105.5,7544.0,0.0,0,1581.1200000000001
3355,3618.46,2,2,59,41.19,0,19.85,1188.25,0.0,0,2430.21
3356,110.14999999999999,2,0,1,36.05,30,74.1,74.1,0.0,0,36.05
3357,3979.3,2,9,30,24.56,18,107.5,3242.5,0.0,0,736.8
3358,3733.59,2,0,64,38.96,0,19.55,1240.15,0.0,0,2493.44
3359,6528.66,0,0,63,38.37,59,68.8,4111.35,0.0,0,2417.31
3360,5568.3,2,0,62,6.05,22,84.5,5193.2,0.0,0,375.09999999999997
3361,10275.12,0,6,67,40.96,47,111.2,7530.8,0.0,0,2744.32
3362,8526.9,0,5,70,43.81,17,80.6,5460.2,0.0,0,3066.7000000000003
3363,509.0,2,0,5,19.3,25,75.6,402.5,0.0,10,96.5
3364,1367.75,2,6,24,0.0,27,57.6,1367.75,0.0,0,0.0
3365,8273.24,0,7,72,4.32,18,110.6,7962.2,0.0,0,311.04
3366,5412.62,0,9,66,24.27,59,58.2,3810.8,0.0,0,1601.82
3367,4704.05,0,10,45,26.01,29,81.0,3533.6,0.0,0,1170.45
3368,4045.81,2,5,69,38.39,0,19.7,1396.9,0.0,0,2648.91
3369,2737.6099999999997,2,0,28,38.97,3,59.55,1646.45,0.0,0,1091.1599999999999
3370,3932.15,2,0,36,32.0,23,75.55,2680.15,0.0,100,1152.0
3371,2049.05,2,6,42,0.0,26,45.1,2049.05,0.0,0,0.0
3372,5777.68,0,0,48,44.76,18,70.95,3629.2,0.0,0,2148.48
3373,230.02,2,3,11,2.52,0,20.9,202.3,0.0,0,27.72
3374,244.51999999999998,2,0,7,13.86,0,19.95,147.5,0.0,0,97.02
3375,165.33999999999997,2,0,3,26.33,0,24.6,86.35,0.0,0,78.99
3376,908.04,2,0,8,41.13,27,66.7,579.0,0.0,0,329.04
3377,4559.39,0,1,32,43.37,76,94.8,3131.55,0.0,40,1387.84
3378,6542.5,0,4,60,43.57,30,65.85,3928.3,0.0,0,2614.2
3379,683.75,2,9,10,49.6,0,19.95,187.75,0.0,0,496.0
3380,4789.42,0,5,71,43.37,0,24.65,1710.15,0.0,0,3079.27
3381,2151.6,2,2,43,0.0,6,51.25,2151.6,0.0,0,0.0
3382,2116.94,2,6,23,38.93,4,54.25,1221.55,0.0,0,895.39
3383,2423.09,2,8,72,12.87,0,19.4,1496.45,0.0,0,926.64
3384,1561.16,2,8,22,7.68,7,56.25,1292.2,0.0,100,168.95999999999998
3385,25.15,2,0,1,0.0,52,25.15,25.15,0.0,0,0.0
3386,3247.66,2,0,69,22.24,0,23.95,1713.1,0.0,0,1534.56
3387,1748.9,2,0,50,0.0,7,35.4,1748.9,0.0,0,0.0
3388,1565.9,2,6,15,30.09,71,75.35,1114.55,0.0,0,451.35
3389,1402.08,2,0,31,25.58,0,20.4,609.1,0.0,0,792.9799999999999
3390,560.5,2,2,10,0.0,8,56.05,560.5,0.0,0,0.0
3391,329.28,2,0,8,23.46,0,20.0,141.6,0.0,0,187.68
3392,6393.61,0,5,64,26.64,71,73.05,4688.65,0.0,0,1704.96
3393,1748.29,2,3,28,42.33,0,20.5,563.05,0.0,0,1185.24
3394,6197.04,0,5,57,3.72,11,100.75,5985.0,0.0,0,212.04000000000002
3395,736.4000000000001,2,0,19,19.1,0,19.95,373.5,0.0,0,362.90000000000003
3396,2553.35,0,0,51,0.0,42,49.65,2553.35,0.0,0,0.0
3397,5852.46,0,5,67,22.83,22,65.65,4322.85,0.0,0,1529.61
3398,434.17,2,3,11,16.67,0,20.45,250.8,0.0,0,183.37
3399,4549.05,0,8,72,0.0,15,60.95,4549.05,0.0,0,0.0
3400,4331.48,0,9,66,45.03,0,20.35,1359.5,0.0,0,2971.98
3401,601.31,2,0,9,46.94,0,19.5,178.85,0.0,0,422.46
3402,717.28,2,0,9,9.27,28,75.2,633.85,0.0,0,83.42999999999999
3403,6388.38,0,9,48,22.36,59,111.45,5315.1,0.0,0,1073.28
3404,778.4,2,0,10,4.29,85,70.15,735.5,0.0,0,42.9
3405,9701.279999999999,0,8,72,43.29,16,92.0,6474.4,0.0,110,3116.88
3406,6152.38,0,10,51,33.93,13,85.5,4421.95,0.0,0,1730.43
3407,6139.6900000000005,0,0,54,30.66,18,84.4,4484.05,0.0,0,1655.64
3408,2551.62,2,0,33,15.69,24,60.9,2033.85,0.0,0,517.77
3409,1503.9900000000002,2,0,27,35.77,0,20.25,538.2,0.0,0,965.7900000000001
3410,3301.73,2,0,23,48.21,23,95.3,2192.9,0.0,0,1108.83
3411,48.95,2,0,1,29.1,0,19.85,19.85,0.0,0,29.1
3412,5244.05,2,3,45,30.8,3,84.35,3858.05,0.0,0,1386.0
3413,2125.0299999999997,2,3,39,32.57,0,19.85,854.8,0.0,0,1270.23
3414,9302.83,0,10,72,48.44,15,82.3,5815.15,0.0,0,3487.68
3415,6528.200000000001,0,2,58,44.1,19,66.8,3970.4,0.0,0,2557.8
3416,3058.15,2,0,70,0.0,11,44.6,3058.15,0.0,0,0.0
3417,8680.97,0,4,61,41.57,21,98.45,6145.2,0.0,0,2535.77
3418,144.64,2,0,2,2.72,14,70.7,129.2,0.0,10,5.44
3419,1377.5,2,0,46,4.6,0,24.95,1165.9,0.0,0,211.6
3420,5818.17,0,0,48,19.04,21,102.5,4904.25,0.0,0,913.92
3421,6553.51,0,0,64,14.39,7,86.55,5632.55,0.0,0,920.96
3422,3113.4900000000002,2,3,72,20.42,0,24.3,1643.25,0.0,0,1470.2400000000002
3423,836.1899999999999,2,2,12,7.97,52,58.35,740.55,0.0,0,95.64
3424,5775.24,0,6,72,12.32,59,68.75,4888.2,0.0,0,887.04
3425,3735.75,2,4,29,39.5,16,85.8,2440.25,0.0,150,1145.5
3426,2249.7599999999998,2,3,33,49.37,0,20.1,620.55,0.0,0,1629.2099999999998
3427,64.44,2,0,1,44.09,0,20.35,20.35,0.0,0,44.09
3428,7662.45,0,5,62,13.25,57,110.8,6840.95,0.0,0,821.5
3429,398.96000000000004,2,0,4,19.84,73,82.85,319.6,0.0,0,79.36
3430,2557.49,2,0,24,25.81,3,84.35,1938.05,0.0,0,619.4399999999999
3431,560.9200000000001,2,9,14,19.03,0,19.55,294.5,0.0,0,266.42
3432,73.75,2,0,3,5.15,0,19.95,58.3,0.0,0,15.450000000000001
3433,752.21,2,0,8,25.72,24,66.25,546.45,0.0,0,205.76
3434,1025.3,2,0,35,6.52,0,23.3,797.1,0.0,0,228.2
3435,3245.2599999999998,2,0,66,23.81,0,25.3,1673.8,0.0,0,1571.4599999999998
3436,343.45,2,0,8,0.0,4,44.55,343.45,0.0,0,0.0
3437,7723.94,0,8,71,4.39,82,104.1,7412.25,0.0,0,311.69
3438,5221.07,0,3,43,27.49,53,92.55,4039.0,0.0,0,1182.07
3439,7348.2,0,6,65,19.53,19,94.55,6078.75,0.0,0,1269.45
3440,5014.9,0,0,35,45.62,59,95.5,3418.2,0.0,0,1596.6999999999998
3441,7240.6,0,0,64,9.95,2,100.3,6603.8,0.0,0,636.8
3442,3166.9,2,1,58,0.0,11,55.5,3166.9,0.0,0,0.0
3443,6785.150000000001,0,4,67,6.15,53,89.55,6373.1,0.0,0,412.05
3444,3073.3500000000004,2,2,63,30.1,0,19.15,1177.05,0.0,0,1896.3000000000002
3445,8054.549999999999,0,9,60,34.48,51,99.8,5985.75,0.0,0,2068.7999999999997
3446,10196.55,0,4,70,33.25,15,113.05,7869.05,0.0,0,2327.5
3447,1377.8200000000002,2,0,48,9.19,0,19.95,936.7,0.0,0,441.12
3448,1334.08,2,7,12,49.39,5,74.15,741.4,0.0,0,592.6800000000001
3449,3217.2000000000003,0,10,45,47.31,0,24.45,1088.25,0.0,0,2128.9500000000003
3450,1622.06,2,0,23,43.77,0,24.8,615.35,0.0,0,1006.71
3451,3466.3399999999997,2,6,43,12.98,8,64.85,2908.2,0.0,0,558.14
3452,1367.1,2,0,35,17.92,0,20.75,739.9,0.0,0,627.2
3453,905.61,2,2,9,34.64,7,68.95,593.85,0.0,0,311.76
3454,1363.98,2,0,27,2.69,15,49.0,1291.35,0.0,0,72.63
3455,2954.75,2,0,40,23.28,6,50.25,2023.55,0.0,0,931.2
3456,541.0699999999999,2,5,8,48.39,0,19.9,153.95,0.0,0,387.12
3457,5659.93,0,7,52,7.99,19,100.3,5244.45,0.0,0,415.48
3458,167.12,2,2,3,4.19,6,55.8,154.55,0.0,0,12.57
3459,5760.929999999999,0,0,41,30.58,59,111.15,4507.15,0.0,0,1253.78
3460,2496.35,0,0,20,23.22,59,98.55,2031.95,0.0,0,464.4
3461,93.1,2,0,1,43.05,69,50.05,50.05,0.0,0,43.05
3462,1286.26,2,0,23,35.32,0,20.85,473.9,0.0,0,812.36
3463,431.55999999999995,2,0,8,34.87,0,19.35,152.6,0.0,0,278.96
3464,1419.18,2,0,18,12.21,8,69.5,1199.4,0.0,0,219.78000000000003
3465,4402.719999999999,0,0,31,45.92,18,94.5,2979.2,0.0,0,1423.52
3466,1369.41,2,5,29,24.64,0,20.65,654.85,0.0,0,714.5600000000001
3467,4577.04,0,4,36,19.24,18,106.05,3834.4,0.0,50,692.64
3468,6369.049999999999,0,1,42,42.45,11,108.3,4586.15,0.0,0,1782.9
3469,6949.65,0,0,60,16.81,21,99.65,5941.05,0.0,0,1008.5999999999999
3470,3018.5899999999997,2,6,22,35.62,29,95.9,2234.95,0.0,0,783.64
3471,1450.47,2,7,36,21.77,0,20.0,666.75,0.0,0,783.72
3472,795.5699999999999,2,0,9,27.53,11,64.95,547.8,0.0,0,247.77
3473,117.59,2,5,1,42.99,59,74.6,74.6,0.0,0,42.99
3474,766.11,2,8,12,9.58,57,49.2,571.15,0.0,80,114.96000000000001
3475,2562.29,2,0,23,35.03,3,73.75,1756.6,0.0,0,805.69
3476,7241.15,0,0,62,24.35,16,92.3,5731.45,0.0,0,1509.7
3477,271.40999999999997,2,0,8,14.32,0,19.2,156.85,0.0,0,114.56
3478,3606.0699999999997,2,9,31,29.77,12,88.65,2683.2,0.0,0,922.87
3479,5460.599999999999,0,1,45,22.31,19,95.95,4456.65,0.0,0,1003.9499999999999
3480,68.46,2,0,2,15.83,0,20.25,36.8,0.0,0,31.66
3481,2265.0,2,0,44,0.0,3,49.05,2265.0,0.0,0,0.0
3482,1309.15,2,0,39,0.0,14,35.55,1309.15,0.0,0,0.0
3483,4754.3,0,7,72,0.0,15,65.1,4754.3,0.0,0,0.0
3484,4477.95,0,2,51,17.95,14,69.75,3562.5,0.0,0,915.4499999999999
3485,7760.48,0,0,56,32.43,2,106.8,5914.4,0.0,30,1816.08
3486,90.55,2,0,1,39.3,26,51.25,51.25,0.0,0,39.3
3487,1579.09,2,5,23,12.88,41,57.75,1282.85,0.0,0,296.24
3488,24.65,2,0,1,5.1,0,19.55,19.55,0.0,0,5.1
3489,888.93,2,0,11,8.48,52,79.5,795.65,0.0,0,93.28
3490,6610.08,0,6,52,31.09,28,98.15,4993.4,0.0,0,1616.68
3491,66.16,2,0,3,1.57,0,20.25,61.45,0.0,0,4.71
3492,4147.58,0,6,51,2.53,71,79.15,4018.55,0.0,0,129.03
3493,1478.85,2,0,37,0.0,6,40.2,1478.85,0.0,0,0.0
3494,487.14,2,0,13,18.73,0,19.95,243.65,0.0,0,243.49
3495,4701.26,0,3,49,42.19,52,55.35,2633.95,0.0,0,2067.31
3496,1447.43,2,0,18,2.76,26,71.1,1247.75,0.0,150,49.67999999999999
3497,3794.5,0,7,68,0.0,16,54.1,3794.5,0.0,0,0.0
3498,2397.58,2,0,54,25.72,0,19.65,1008.7,0.0,0,1388.8799999999999
3499,7007.99,0,2,71,18.04,41,80.4,5727.15,0.0,0,1280.84
3500,4639.15,0,2,67,48.75,0,19.25,1372.9,0.0,0,3266.25
3501,1576.02,2,1,14,26.58,53,84.8,1203.9,0.0,0,372.12
3502,2747.26,2,0,63,24.32,0,19.5,1215.1,0.0,0,1532.16
3503,4391.18,2,0,41,36.93,30,68.6,2877.05,0.0,0,1514.1299999999999
3504,1736.44,2,10,17,9.22,13,92.6,1579.7,0.0,0,156.74
3505,8141.35,0,7,56,46.9,48,100.55,5514.95,0.0,0,2626.4
3506,218.75,2,0,5,24.53,0,20.55,96.1,0.0,0,122.65
3507,180.95,2,5,3,41.9,0,19.6,55.25,0.0,0,125.69999999999999
3508,2925.78,2,0,37,13.04,14,67.45,2443.3,0.0,0,482.47999999999996
3509,401.55999999999995,2,0,8,7.02,23,43.55,335.4,0.0,10,56.16
3510,8200.58,0,0,63,19.01,20,109.85,7002.95,0.0,0,1197.63
3511,194.01999999999998,2,7,7,5.01,0,20.65,158.95,0.0,0,35.07
3512,344.17999999999995,2,0,3,17.01,28,95.4,293.15,0.0,0,51.03
3513,1904.15,2,3,72,5.7,0,21.0,1493.75,0.0,0,410.40000000000003
3514,1857.58,2,0,19,40.22,22,56.2,1093.4,0.0,0,764.18
3515,2650.2599999999998,0,9,59,26.99,0,18.4,1057.85,0.0,0,1592.4099999999999
3516,1749.15,2,5,35,24.76,0,25.75,882.55,0.0,0,866.6
3517,419.96,2,0,14,8.54,0,19.6,300.4,0.0,0,119.55999999999999
3518,2015.8600000000001,2,7,69,8.39,0,19.8,1436.95,0.0,0,578.9100000000001
3519,8446.92,0,4,69,44.33,18,75.75,5388.15,0.0,0,3058.77
3520,7605.03,0,10,72,26.04,6,78.95,5730.15,0.0,0,1874.8799999999999
3521,395.65999999999997,2,8,4,44.64,21,50.3,217.1,0.0,0,178.56
3522,6125.79,0,9,63,18.88,48,80.3,4896.35,0.0,40,1189.4399999999998
3523,1681.06,2,0,72,3.43,0,19.85,1434.1,0.0,0,246.96
3524,2444.98,2,0,46,32.78,0,21.1,937.1,0.0,0,1507.88
3525,2169.7,2,10,30,23.16,6,50.0,1474.9,0.0,0,694.8
3526,9607.75,0,0,63,48.75,21,104.75,6536.5,0.0,0,3071.25
3527,2995.3,2,0,60,31.12,0,19.85,1128.1,0.0,0,1867.2
3528,2493.8,2,0,25,11.79,59,85.9,2199.05,0.0,0,294.75
3529,671.88,2,0,22,4.79,0,25.25,566.5,0.0,0,105.38
3530,3355.72,2,9,31,28.52,2,80.55,2471.6,0.0,0,884.12
3531,4693.82,0,7,39,40.68,76,81.5,3107.3,0.0,0,1586.52
3532,1343.28,2,0,26,31.73,0,20.9,518.3,0.0,0,824.98
3533,1381.8999999999999,2,0,12,45.8,4,67.25,832.3,0.0,0,549.5999999999999
3534,97.14,2,0,2,25.92,0,20.35,45.3,0.0,0,51.84
3535,1790.6,2,0,39,0.0,13,45.05,1790.6,0.0,0,0.0
3536,246.6,2,8,7,0.0,17,34.65,246.6,0.0,0,0.0
3537,5738.2,0,0,55,22.34,4,81.55,4509.5,0.0,0,1228.7
3538,8515.77,0,7,72,42.16,18,75.4,5480.25,0.0,0,3035.5199999999995
3539,1023.9499999999999,2,6,10,37.08,7,67.8,653.15,0.0,0,370.79999999999995
3540,1003.5,2,7,15,24.27,27,46.3,639.45,0.0,0,364.05
3541,1389.3200000000002,2,1,23,39.59,0,20.4,478.75,0.0,0,910.57
3542,27.71,2,0,1,7.66,0,20.05,20.05,0.0,0,7.66
3543,5124.18,0,1,47,15.59,52,96.1,4391.45,0.0,0,732.73
3544,624.0,2,0,15,23.56,0,19.65,270.6,0.0,0,353.4
3545,780.15,2,0,21,0.0,9,36.0,780.15,0.0,0,0.0
3546,5736.469999999999,0,1,56,39.72,11,65.2,3512.15,0.0,0,2224.3199999999997
3547,422.23,2,1,6,24.83,82,48.95,273.25,0.0,0,148.98
3548,4102.92,0,1,42,17.31,82,80.45,3375.9,0.0,0,727.02
3549,8761.11,0,1,68,18.42,53,109.05,7508.55,0.0,0,1252.5600000000002
3550,2240.09,2,1,48,20.73,0,26.3,1245.05,0.0,0,995.04
3551,3899.77,2,0,63,41.84,0,19.35,1263.85,0.0,0,2635.92
3552,963.8900000000001,2,0,17,34.02,0,21.1,385.55,0.0,0,578.34
3553,240.36,2,1,4,39.04,0,18.85,84.2,0.0,0,156.16
3554,1814.16,2,0,62,2.83,0,26.0,1638.7,0.0,0,175.46
3555,155.65,2,1,2,7.7,22,70.35,120.25,0.0,20,15.4
3556,4766.25,0,1,48,6.1,18,96.9,4473.45,0.0,0,292.79999999999995
3557,1713.6799999999998,2,1,27,44.19,0,19.55,520.55,0.0,0,1193.1299999999999
3558,8502.45,0,4,70,39.78,52,80.4,5717.85,0.0,0,2784.6
3559,4778.48,0,1,46,10.13,3,94.65,4312.5,0.0,0,465.98
3560,9440.3,0,9,69,42.45,27,95.75,6511.25,0.0,0,2929.05
3561,4124.15,0,0,65,44.7,0,19.55,1218.65,0.0,0,2905.5
3562,816.7,2,0,17,31.6,0,20.1,279.5,0.0,0,537.2
3563,7725.67,0,2,51,39.32,76,111.55,5720.35,0.0,0,2005.32
3564,3607.4799999999996,2,5,51,9.53,10,60.5,3121.45,0.0,0,486.03
3565,9538.68,0,6,72,42.64,15,90.95,6468.6,0.0,0,3070.08
3566,1917.2800000000002,2,0,34,36.52,0,19.7,675.6,0.0,0,1241.68
3567,3521.7,2,10,67,0.0,6,50.95,3521.7,0.0,0,0.0
3568,2006.0,2,3,49,22.1,0,20.05,923.1,0.0,0,1082.9
3569,2452.31,0,8,53,25.32,0,19.4,1110.35,0.0,0,1341.96
3570,2528.0299999999997,2,0,27,33.94,25,59.45,1611.65,0.0,0,916.3799999999999
3571,5776.81,0,0,69,3.24,26,81.5,5553.25,0.0,0,223.56
3572,44.75,2,4,2,0.0,27,29.05,44.75,0.0,0,0.0
3573,5289.55,0,6,46,44.75,27,70.6,3231.05,0.0,0,2058.5
3574,6833.15,0,0,54,31.55,8,97.2,5129.45,0.0,0,1703.7
3575,1984.0,2,0,20,33.14,17,59.2,1191.2,0.0,130,662.8
3576,1015.45,2,0,11,13.55,27,75.9,866.4,0.0,0,149.05
3577,5553.37,0,4,68,11.94,3,70.95,4741.45,0.0,0,811.92
3578,81.3,2,0,1,37.5,3,43.8,43.8,0.0,0,37.5
3579,3707.6,2,1,63,0.0,5,59.0,3707.6,0.0,0,0.0
3580,338.98,2,0,3,29.51,17,69.95,220.45,0.0,30,88.53
3581,1789.8600000000001,2,0,48,13.67,0,24.35,1133.7,0.0,0,656.16
3582,1983.15,2,0,66,0.0,15,29.45,1983.15,0.0,0,0.0
3583,7442.67,0,3,68,24.94,30,84.4,5746.75,0.0,0,1695.92
3584,425.53000000000003,2,2,7,41.64,0,20.65,134.05,0.0,0,291.48
3585,7095.54,0,5,72,12.02,26,87.1,6230.1,0.0,0,865.4399999999999
3586,738.06,2,0,29,5.69,0,19.85,573.05,0.0,0,165.01000000000002
3587,3827.9300000000003,0,4,37,6.99,22,90.35,3419.3,0.0,150,258.63
3588,4656.21,0,6,59,14.49,25,65.5,3801.3,0.0,0,854.91
3589,1474.7199999999998,2,0,27,1.31,53,56.15,1439.35,0.0,0,35.370000000000005
3590,592.75,2,1,17,0.0,10,34.4,592.75,0.0,0,0.0
3591,2269.3900000000003,0,9,58,18.68,0,20.75,1185.95,0.0,0,1083.44
3592,62.370000000000005,2,9,1,43.57,0,18.8,18.8,0.0,0,43.57
3593,5114.23,0,0,53,2.51,19,90.8,4921.2,0.0,60,133.03
3594,2295.65,2,0,35,39.84,0,25.6,901.25,0.0,0,1394.4
3595,5616.11,0,1,68,11.12,10,70.8,4859.95,0.0,0,756.16
3596,1612.49,2,1,47,10.07,0,25.4,1139.2,0.0,0,473.29
3597,1045.2399999999998,2,0,9,42.41,8,76.85,663.55,0.0,0,381.68999999999994
3598,301.53,2,0,8,15.86,0,20.25,174.65,0.0,0,126.88
3599,790.7,2,0,14,33.5,0,24.8,321.7,0.0,0,469.0
3600,6643.35,0,0,45,33.73,30,115.65,5125.5,0.0,0,1517.85
3601,559.14,2,0,8,1.28,42,74.6,548.9,0.0,0,10.24
3602,9635.0,0,7,66,39.45,19,103.15,7031.3,0.0,0,2603.7000000000003
3603,8080.25,0,5,72,42.55,18,72.1,5016.65,0.0,0,3063.6
3604,1436.23,2,4,23,35.86,0,25.1,611.45,0.0,0,824.78
3605,345.85,2,0,4,6.5,73,80.15,319.85,0.0,0,26.0
3606,343.68,2,8,6,31.73,0,25.4,153.3,0.0,0,190.38
3607,3275.73,0,7,56,32.93,0,24.45,1431.65,0.0,0,1844.08
3608,4727.76,0,7,72,39.98,0,25.0,1849.2,0.0,0,2878.56
3609,7276.860000000001,0,9,72,16.58,30,85.25,6083.1,0.0,0,1193.7599999999998
3610,1209.57,2,10,23,34.04,0,19.6,426.65,0.0,0,782.92
3611,3144.05,2,0,35,38.82,19,50.15,1655.35,0.0,130,1358.7
3612,856.75,2,5,12,45.15,0,26.4,314.95,0.0,0,541.8
3613,1139.25,2,0,40,8.36,0,20.15,804.85,0.0,0,334.4
3614,465.7,2,9,7,0.0,47,58.85,465.7,0.0,0,0.0
3615,8935.650000000001,0,8,70,32.38,53,97.55,6669.05,0.0,0,2266.6000000000004
3616,2480.55,0,7,60,21.98,0,19.65,1161.75,0.0,0,1318.8
3617,947.75,2,8,39,0.0,48,25.25,947.75,0.0,0,0.0
